ENHG Lemma,MHG Candidates,Link
jehen,,https://www.dwds.de/wb/etymwb/jehen
begehen,biègen,https://www.dwds.de/wb/etymwb/begehen
erschrecken,schrëcken,https://www.dwds.de/wb/etymwb/erschrecken
verstoszen,,https://www.dwds.de/wb/etymwb/verstoszen
gereuen,,https://www.dwds.de/wb/etymwb/gereuen
abbrechen,,https://www.dwds.de/wb/etymwb/abbrechen
aufnehmen,,https://www.dwds.de/wb/etymwb/aufnehmen
dünken,dingsen,https://www.dwds.de/wb/etymwb/dünken
hingeben,gëben,https://www.dwds.de/wb/etymwb/hingeben
vorlesen,,https://www.dwds.de/wb/etymwb/vorlesen
erfahren,varen,https://www.dwds.de/wb/etymwb/erfahren
beschweren,swären,https://www.dwds.de/wb/etymwb/beschweren
überfinden,,https://www.dwds.de/wb/etymwb/überfinden
geturren,,https://www.dwds.de/wb/etymwb/geturren
aufstoszen,,https://www.dwds.de/wb/etymwb/aufstoszen
anthun,,https://www.dwds.de/wb/etymwb/anthun
sinken,sinken,https://www.dwds.de/wb/etymwb/sinken
treten,trëten,https://www.dwds.de/wb/etymwb/treten
ablassen,lâzen,https://www.dwds.de/wb/etymwb/ablassen
umziehen,zîhen,https://www.dwds.de/wb/etymwb/umziehen
ausfahren,,https://www.dwds.de/wb/etymwb/ausfahren
hinfahren,,https://www.dwds.de/wb/etymwb/hinfahren
aufthun,,https://www.dwds.de/wb/etymwb/aufthun
beistehen,binten,https://www.dwds.de/wb/etymwb/beistehen
beschreiben,schrîben,https://www.dwds.de/wb/etymwb/beschreiben
zergehn,,https://www.dwds.de/wb/etymwb/zergehn
verscheiden,schîden,https://www.dwds.de/wb/etymwb/verscheiden
bedenken,biten; bieten,https://www.dwds.de/wb/etymwb/bedenken
zufallen,vallen,https://www.dwds.de/wb/etymwb/zufallen
eingeben,gëben,https://www.dwds.de/wb/etymwb/eingeben
beiszen,,https://www.dwds.de/wb/etymwb/beiszen
preisen,brîsen,https://www.dwds.de/wb/etymwb/preisen
festhalten,,https://www.dwds.de/wb/etymwb/festhalten
entbieten,biten,https://www.dwds.de/wb/etymwb/entbieten
reichen,rîchen,https://www.dwds.de/wb/etymwb/reichen
austhun,,https://www.dwds.de/wb/etymwb/austhun
abthun,,https://www.dwds.de/wb/etymwb/abthun
ein|ausgehen,,https://www.dwds.de/wb/etymwb/ein|ausgehen
künnen,,https://www.dwds.de/wb/etymwb/künnen
graben,graben,https://www.dwds.de/wb/etymwb/graben
gießen,gièzen,https://www.dwds.de/wb/etymwb/gießen
nachlaufen,,https://www.dwds.de/wb/etymwb/nachlaufen
entgelten,gëlten; bëlgen,https://www.dwds.de/wb/etymwb/entgelten
schweifen,swèifen; swîgen,https://www.dwds.de/wb/etymwb/schweifen
erbieten,biten; binten,https://www.dwds.de/wb/etymwb/erbieten
eilen,lîmen,https://www.dwds.de/wb/etymwb/eilen
nieszen,,https://www.dwds.de/wb/etymwb/nieszen
fürsprechen,,https://www.dwds.de/wb/etymwb/fürsprechen
verjehen,,https://www.dwds.de/wb/etymwb/verjehen
geliegen,,https://www.dwds.de/wb/etymwb/geliegen
zunehmen,,https://www.dwds.de/wb/etymwb/zunehmen
messen,mèizen,https://www.dwds.de/wb/etymwb/messen
überlaufen,"[""loufen""",https://www.dwds.de/wb/etymwb/überlaufen
übertreffen,trëffen,https://www.dwds.de/wb/etymwb/übertreffen
zugehen,,https://www.dwds.de/wb/etymwb/zugehen
eintragen,tragen,https://www.dwds.de/wb/etymwb/eintragen
entgehen,gân,https://www.dwds.de/wb/etymwb/entgehen
kennen,können,https://www.dwds.de/wb/etymwb/kennen
denken,d i n g e n,https://www.dwds.de/wb/etymwb/denken
weichen,wîchen,https://www.dwds.de/wb/etymwb/weichen
enthalten,enphallen; halten,https://www.dwds.de/wb/etymwb/enthalten
blasen,blâsen,https://www.dwds.de/wb/etymwb/blasen
umtreiben,,https://www.dwds.de/wb/etymwb/umtreiben
nachlassen,lâzen,https://www.dwds.de/wb/etymwb/nachlassen
erliegen,liègen; lîgen,https://www.dwds.de/wb/etymwb/erliegen
auslaufen,loufen,https://www.dwds.de/wb/etymwb/auslaufen
ausraten,,https://www.dwds.de/wb/etymwb/ausraten
genieszen,,https://www.dwds.de/wb/etymwb/genieszen
gehaben,hèben,https://www.dwds.de/wb/etymwb/gehaben
spinnen,spinnen,https://www.dwds.de/wb/etymwb/spinnen
verbrinnen,,https://www.dwds.de/wb/etymwb/verbrinnen
umgehen,,https://www.dwds.de/wb/etymwb/umgehen
beschwören,swèren,https://www.dwds.de/wb/etymwb/beschwören
ausschlagen,slahen,https://www.dwds.de/wb/etymwb/ausschlagen
hintragen,,https://www.dwds.de/wb/etymwb/hintragen
ausschlafen,,https://www.dwds.de/wb/etymwb/ausschlafen
gebieten,biten,https://www.dwds.de/wb/etymwb/gebieten
fürkommen,,https://www.dwds.de/wb/etymwb/fürkommen
vergehen,gân; gên,https://www.dwds.de/wb/etymwb/vergehen
abfallen,,https://www.dwds.de/wb/etymwb/abfallen
gieszen,,https://www.dwds.de/wb/etymwb/gieszen
schneiden,snîden; schîden,https://www.dwds.de/wb/etymwb/schneiden
zerfallen,,https://www.dwds.de/wb/etymwb/zerfallen
einsieden,,https://www.dwds.de/wb/etymwb/einsieden
triefen,trinnen; triuwen,https://www.dwds.de/wb/etymwb/triefen
ausfallen,vallen,https://www.dwds.de/wb/etymwb/ausfallen
reiben,rîben,https://www.dwds.de/wb/etymwb/reiben
seihen,sîhen,https://www.dwds.de/wb/etymwb/seihen
scheiszen,,https://www.dwds.de/wb/etymwb/scheiszen
verbrennen,,https://www.dwds.de/wb/etymwb/verbrennen
peiszen,,https://www.dwds.de/wb/etymwb/peiszen
sieden,sièden,https://www.dwds.de/wb/etymwb/sieden
winnen,,https://www.dwds.de/wb/etymwb/winnen
abhelfen,hëlfen,https://www.dwds.de/wb/etymwb/abhelfen
ausfliegen,,https://www.dwds.de/wb/etymwb/ausfliegen
aufwerfen,wërfen,https://www.dwds.de/wb/etymwb/aufwerfen
meinen,mêzen; mèzzen,https://www.dwds.de/wb/etymwb/meinen
braten,brâten,https://www.dwds.de/wb/etymwb/braten
niederfallen,,https://www.dwds.de/wb/etymwb/niederfallen
ahnesehen,,https://www.dwds.de/wb/etymwb/ahnesehen
zerlassen,,https://www.dwds.de/wb/etymwb/zerlassen
aufbrechen,brëchen,https://www.dwds.de/wb/etymwb/aufbrechen
zutragen,tragen,https://www.dwds.de/wb/etymwb/zutragen
begeben,gëben,https://www.dwds.de/wb/etymwb/begeben
pflegen,pflëgen,https://www.dwds.de/wb/etymwb/pflegen
überkommen,komen,https://www.dwds.de/wb/etymwb/überkommen
vernehmen,nëmen,https://www.dwds.de/wb/etymwb/vernehmen
verlaufen,"[""loufen""",https://www.dwds.de/wb/etymwb/verlaufen
ergehen,gên,https://www.dwds.de/wb/etymwb/ergehen
abtreiben,trîben,https://www.dwds.de/wb/etymwb/abtreiben
unterkommen,komen,https://www.dwds.de/wb/etymwb/unterkommen
versehen,sëhen,https://www.dwds.de/wb/etymwb/versehen
erhalten,halten,https://www.dwds.de/wb/etymwb/erhalten
ersehen,,https://www.dwds.de/wb/etymwb/ersehen
anschlagen,slahen,https://www.dwds.de/wb/etymwb/anschlagen
bekommen,komen,https://www.dwds.de/wb/etymwb/bekommen
erschlagen,,https://www.dwds.de/wb/etymwb/erschlagen
entrinnen,trinnen,https://www.dwds.de/wb/etymwb/entrinnen
verraten,râtên,https://www.dwds.de/wb/etymwb/verraten
unterstehen,stên,https://www.dwds.de/wb/etymwb/unterstehen
erstechen,,https://www.dwds.de/wb/etymwb/erstechen
ertragen,tragen,https://www.dwds.de/wb/etymwb/ertragen
bemühen,,https://www.dwds.de/wb/etymwb/bemühen
entsetzen,s i t z e n,https://www.dwds.de/wb/etymwb/entsetzen
unterlassen,lâzen,https://www.dwds.de/wb/etymwb/unterlassen
gedeihen,dîhen,https://www.dwds.de/wb/etymwb/gedeihen
